0.6745,-0.59237,1.04695,1.3172
0.55333,-0.59237,0.76276,0.39577
0.311,-1.05277,1.04695,0.26414
2.24968,-0.13198,1.33113,1.44883
0.55333,0.78881,1.04695,1.58046
0.6745,0.09822,0.99011,0.79067
0.18983,-0.13198,0.59225,0.79067
1.28034,0.09822,0.93327,1.18557
1.038,0.09822,1.04695,1.58046
1.28034,0.09822,0.76276,1.44883
-0.05251,-0.82257,0.76276,0.9223
1.15917,0.32841,1.21746,1.44883
1.038,0.55861,1.10378,1.7121
1.038,-0.13198,0.8196,1.44883
0.55333,-1.28296,0.70592,0.9223
0.79567,-0.13198,0.8196,1.05394
0.43217,0.78881,0.93327,1.44883
0.06866,-0.13198,0.76276,0.79067
